age,job,default,balance,housing,loan,month,duration,campaign,previous,poutcome,y
57,9,0,0,0,0,8,98,1,0,3,0
56,9,0,56,1,0,8,439,1,0,3,0
51,1,0,26,1,0,8,79,1,0,3,0
34,0,0,3,1,0,8,120,3,0,3,0
43,7,0,41,1,1,8,127,2,0,3,0
52,9,0,7,0,1,8,175,1,0,3,0
33,9,0,105,1,0,8,262,2,0,3,0
29,0,0,818,1,1,8,61,1,0,3,0
34,7,0,-16,1,1,8,78,1,0,3,0
31,1,0,0,1,0,8,143,1,0,3,0
55,7,0,2476,1,0,8,579,1,0,3,1
55,4,0,1185,0,0,8,677,1,0,3,0
32,0,0,217,1,0,8,345,1,0,3,0
38,9,0,1685,1,0,8,185,1,0,3,0
55,0,0,802,1,1,8,100,2,0,3,0
28,10,0,0,1,0,8,125,2,0,3,0
23,1,0,94,1,0,8,193,1,0,3,0
32,9,0,0,1,0,8,136,1,0,3,0
43,7,0,0,0,0,8,73,1,0,3,0
32,1,0,517,1,0,8,528,1,0,3,0
46,1,0,265,1,0,8,541,1,0,3,0
53,3,0,947,1,0,8,163,1,0,3,0
34,6,0,3,1,0,8,301,1,0,3,0
57,10,0,42,0,0,8,46,1,0,3,0
37,1,0,37,1,0,8,204,1,0,3,0
59,1,0,57,1,0,8,98,1,0,3,0
33,7,0,22,1,0,8,71,1,0,3,0
56,1,0,8,1,0,8,157,2,0,3,0
48,10,0,293,1,0,8,243,1,0,3,0
43,7,0,3,1,0,8,186,2,0,3,0
54,1,0,348,1,0,8,579,2,0,3,0
51,1,0,-19,1,0,8,163,2,0,3,0
26,8,0,0,1,0,8,610,2,0,3,0
40,4,0,-4,1,0,8,2033,1,0,3,0
39,4,0,18,1,0,8,85,1,0,3,0
50,9,0,139,0,0,8,114,2,0,3,0
41,7,0,0,1,0,8,114,2,0,3,0
51,1,0,1883,1,0,8,57,1,0,3,0
60,5,0,216,1,0,8,238,1,0,3,0
52,1,0,782,1,0,8,93,3,0,3,0
48,1,0,904,1,0,8,128,2,0,3,0
48,7,0,1705,1,0,8,107,1,0,3,0
39,9,0,47,1,0,8,181,1,0,3,0
47,7,0,176,1,0,8,303,2,0,3,0
40,1,0,1225,1,0,8,558,5,0,3,0
45,9,0,86,1,0,8,270,1,0,3,0
26,0,0,82,1,0,8,228,1,0,3,0
52,4,0,271,1,0,8,99,1,0,3,0
54,9,0,1378,1,0,8,240,1,0,3,0
54,0,0,184,0,0,8,673,2,0,3,1
50,1,0,0,0,0,8,233,3,0,3,0
35,1,0,0,1,0,8,1056,1,0,3,0
44,7,0,1357,1,1,8,250,1,0,3,0
53,2,0,19,1,0,8,252,1,0,3,0
35,5,0,434,0,0,8,138,1,0,3,0
60,0,0,92,1,0,8,130,1,0,3,0
53,0,0,1151,1,0,8,412,1,0,3,0
48,10,0,41,1,0,8,179,2,0,3,0
34,9,0,51,1,0,8,19,2,0,3,0
54,7,0,214,1,0,8,458,2,0,3,0
51,4,0,1161,1,0,8,717,1,0,3,0
31,7,0,37,1,0,8,313,1,0,3,0
35,9,0,787,1,0,8,683,2,0,3,0
35,7,0,59,1,0,8,1077,1,0,3,0
38,9,0,253,1,0,8,416,1,0,3,0
36,0,0,211,1,0,8,146,2,0,3,0
58,5,0,235,1,0,8,167,1,0,3,0
40,7,0,4384,1,0,8,315,1,0,3,0
54,4,0,4080,0,0,8,140,1,0,3,0
34,1,0,53,1,1,8,346,1,0,3,0
31,4,0,0,1,0,8,562,1,0,3,0
51,5,0,2127,1,0,8,172,1,0,3,0
33,4,0,377,1,0,8,217,1,0,3,0
55,4,0,73,1,0,8,142,2,0,3,0
42,0,0,445,1,0,8,67,1,0,3,0
34,1,0,243,1,0,8,291,1,0,3,0
33,1,0,307,1,0,8,309,2,0,3,0
38,7,0,155,1,0,8,248,1,0,3,0
50,9,0,173,0,1,8,98,1,0,3,0
43,4,0,400,1,0,8,256,1,0,3,0
61,1,0,1428,1,0,8,82,2,0,3,0
47,0,0,219,1,0,8,577,1,0,3,0
48,6,0,7,1,0,8,286,1,0,3,0
44,1,0,575,1,0,8,477,1,0,3,0
35,8,0,298,1,0,8,611,2,0,3,0
35,7,0,0,1,0,8,471,1,0,3,0
50,7,0,5699,1,0,8,381,2,0,3,0
41,4,0,176,1,1,8,42,1,0,3,0
41,4,0,517,1,0,8,251,1,0,3,0
39,7,0,257,1,0,8,408,1,0,3,0
42,5,0,56,1,0,8,215,1,0,3,0
38,1,0,-390,1,0,8,287,1,0,3,0
53,5,0,330,1,0,8,216,2,0,3,0
59,3,0,195,0,0,8,366,2,0,3,0
36,7,0,301,1,0,8,210,1,0,3,0
54,1,0,-41,1,0,8,288,1,0,3,0
40,9,0,483,1,0,8,168,1,0,3,0
47,11,0,28,0,0,8,338,2,0,3,0
53,10,0,13,0,0,8,410,3,0,3,0
46,3,0,965,0,0,8,177,1,0,3,0
39,4,0,378,1,1,8,127,2,0,3,0
40,10,0,219,1,0,8,357,1,0,3,0
28,1,0,324,1,0,8,175,1,0,3,0
35,2,0,-69,1,0,8,300,1,0,3,0
55,5,0,0,0,1,8,136,1,0,3,0
43,9,0,205,1,0,8,1419,1,0,3,0
48,1,0,278,1,0,8,125,2,0,3,0
58,4,0,1065,1,0,8,213,3,0,3,0
33,4,0,34,1,0,8,27,1,0,3,0
36,1,0,1033,0,0,8,238,2,0,3,0
53,7,0,1467,1,0,8,124,1,0,3,0
47,1,0,-12,1,0,8,18,1,0,3,0
31,7,0,388,1,0,8,730,2,0,3,0
57,2,0,294,1,0,8,746,2,0,3,0
53,1,0,1827,0,0,8,121,1,0,3,0
55,1,0,627,1,0,8,247,1,0,3,0
45,1,0,25,1,0,8,40,1,0,3,0
53,0,0,315,1,0,8,181,2,0,3,0
37,1,0,0,1,0,8,79,1,0,3,0
44,0,0,66,1,0,8,206,1,0,3,0
49,1,0,-9,1,1,8,389,1,0,3,0
46,9,0,349,1,1,8,127,1,0,3,0
43,2,0,100,1,0,8,702,1,0,3,0
38,0,0,0,0,0,8,151,1,0,3,0
43,9,0,434,1,0,8,117,1,0,3,0
49,4,0,3237,1,0,8,232,3,0,3,0
42,4,0,275,0,0,8,408,2,0,3,0
22,1,0,0,1,0,8,179,2,0,3,0
40,4,0,207,1,0,8,39,1,0,3,0
39,1,0,483,1,0,8,282,1,0,3,0
51,7,0,2248,1,0,8,714,2,0,3,0
49,0,0,428,1,0,8,50,1,0,3,0
53,1,0,0,1,1,8,181,1,0,3,0
34,7,0,0,1,0,8,142,1,0,3,0
33,9,0,140,1,0,8,227,1,0,3,0
50,4,0,297,1,0,8,119,1,0,3,0
39,1,0,279,1,0,8,361,1,0,3,0
59,2,0,901,1,0,8,73,3,0,3,0
30,9,0,2573,1,0,8,67,2,0,3,0
36,7,0,143,1,1,8,350,1,0,3,0
40,1,0,475,1,0,8,332,2,0,3,0
53,1,0,70,1,0,8,611,2,0,3,0
34,4,0,318,1,0,8,113,2,0,3,0
37,9,0,275,1,0,8,132,1,0,3,0
42,4,0,742,1,0,8,58,3,0,3,0
41,2,0,236,1,0,8,151,1,0,3,0
30,8,0,25,1,0,8,89,2,0,3,0
37,4,0,600,1,0,8,152,1,0,3,0
39,0,0,-349,1,0,8,611,2,0,3,0
41,1,0,183,1,1,8,110,2,0,3,0
40,1,0,0,1,0,8,463,1,0,3,0
42,4,0,0,1,1,8,562,2,0,3,1
40,1,0,0,1,0,8,962,1,0,3,0
57,9,0,1078,1,0,8,10,4,0,3,0
56,2,0,155,0,0,8,118,3,0,3,0
37,0,0,190,1,0,8,92,2,0,3,0
59,5,0,319,1,0,8,143,3,0,3,0
39,7,0,-185,1,0,8,189,3,0,3,0
49,7,0,47,0,0,8,234,2,0,3,0
38,7,0,570,1,0,8,75,2,0,3,0
36,6,0,19,0,0,8,189,2,0,3,0
50,1,0,61,1,0,8,621,3,0,3,0
41,0,0,-62,1,1,8,55,2,0,3,0
54,9,0,258,0,0,8,310,4,0,3,0
58,1,0,76,1,0,8,156,2,0,3,0
30,1,0,0,1,0,8,5,2,0,3,0
33,0,0,352,1,0,8,225,2,0,3,0
47,0,0,368,1,0,8,125,2,0,3,0
50,9,0,339,1,0,8,2,3,0,3,0
32,1,0,1331,1,0,8,286,2,0,3,0
40,6,0,672,1,0,8,164,2,0,3,0
37,4,0,58,1,0,8,98,2,0,3,0
54,9,0,447,1,0,8,742,2,0,3,0
24,8,0,423,1,0,8,226,3,0,3,0
54,4,0,0,0,0,8,120,2,0,3,0
34,9,0,19,1,0,8,362,4,0,3,0
56,9,0,13,1,0,8,357,2,0,3,0
31,1,0,3,1,0,8,200,2,0,3,0
24,8,0,82,1,0,8,204,2,0,3,0
42,1,0,28,1,0,8,126,3,0,3,0
57,9,0,792,1,0,8,65,2,0,3,0
42,1,0,408,1,0,8,107,2,0,3,0
51,0,0,531,1,0,8,267,2,0,3,0
57,5,0,211,1,0,8,248,2,0,3,0
36,7,0,62,1,0,8,215,2,0,3,0
53,7,0,257,1,0,8,209,2,0,3,0
50,9,0,1234,1,0,8,205,2,0,3,0
54,4,0,313,1,0,8,83,2,0,3,0
55,1,0,89,1,0,8,106,3,0,3,0
44,1,0,129,1,1,8,189,2,0,3,0
43,4,0,0,1,0,8,105,2,0,3,0
56,0,0,353,1,0,8,106,2,0,3,0
54,9,0,851,1,0,8,108,2,0,3,0
55,7,0,96,1,1,8,311,2,0,3,0
37,7,0,398,1,1,8,214,2,0,3,0
33,0,0,193,0,0,8,132,2,0,3,0
46,0,0,-358,1,0,8,358,2,0,3,0
36,1,0,539,1,1,8,453,2,0,3,0
51,9,0,0,1,0,8,364,2,0,3,0
40,5,0,0,0,0,8,136,2,0,3,0
42,1,0,490,1,0,8,386,2,0,3,0
51,1,0,0,1,0,8,173,2,0,3,0
49,1,0,403,1,0,8,241,2,0,3,0
48,4,0,161,1,0,8,224,3,0,3,0
32,9,0,2558,0,0,8,148,2,0,3,0
31,0,0,98,1,0,8,196,2,0,3,0
55,4,0,115,0,0,8,111,4,0,3,0
40,1,0,436,1,0,8,231,3,0,3,0
47,9,0,831,1,0,8,316,3,0,3,0
57,9,0,206,1,0,8,216,3,0,3,0
41,1,0,290,1,0,8,240,2,0,3,0
48,1,0,1,0,0,8,669,3,0,3,0
42,1,0,57,1,0,8,425,2,0,3,0
30,1,0,-457,1,0,8,143,2,0,3,0
58,4,0,1387,1,0,8,174,5,0,3,0
45,4,0,24598,1,0,8,313,3,0,3,0
49,1,0,30,1,0,8,135,4,0,3,0
42,0,0,1022,1,0,8,146,2,0,3,0
53,9,0,56,1,1,8,152,2,0,3,0
51,0,1,-2,0,0,8,402,3,0,3,0
32,7,0,121,1,0,8,213,2,0,3,0
41,1,0,842,1,0,8,144,3,0,3,0
43,4,0,693,1,0,8,124,3,0,3,0
40,1,0,-333,1,0,8,183,2,0,3,0
50,1,0,1533,1,0,8,325,2,0,3,0
34,4,0,46,1,0,8,39,4,0,3,0
53,7,0,18,0,0,8,503,2,0,3,0
45,9,0,44,1,0,8,95,4,0,3,0
39,1,0,-100,1,0,8,680,2,0,3,0
44,7,0,510,1,0,8,421,4,0,3,0
55,4,0,685,1,0,8,174,3,0,3,0
46,4,0,187,1,0,8,113,2,0,3,0
45,1,0,66,1,0,8,808,2,0,3,0
34,0,0,560,1,0,8,198,3,0,3,0
36,1,0,0,1,0,8,195,2,0,3,0
59,11,0,27,0,0,8,347,3,0,3,0
31,0,0,12,1,0,8,208,2,0,3,0
44,1,0,34,1,0,8,404,4,0,3,0
33,2,0,1068,1,0,8,396,2,0,3,0
40,1,0,211,1,0,8,216,4,0,3,0
46,0,0,377,1,0,8,98,2,0,3,0
48,4,0,263,1,0,8,350,2,0,3,0
42,7,0,1263,1,0,8,114,2,0,3,0
27,7,0,8,1,0,8,88,3,0,3,0
48,0,0,126,1,1,8,379,2,0,3,0
59,0,0,230,1,0,8,190,3,0,3,0
46,9,0,841,1,0,8,158,1,0,3,0
38,0,0,308,1,0,8,102,1,0,3,0
43,4,0,1,1,0,8,306,1,0,3,0
38,0,0,86,1,0,8,218,1,0,3,0
23,8,0,157,1,0,8,54,1,0,3,0
34,7,0,22,1,0,8,344,1,0,3,0
38,0,0,46,1,1,8,195,1,0,3,0
37,1,0,1293,0,0,8,652,1,0,3,0
25,0,0,122,1,0,8,286,1,0,3,0
48,1,0,131,1,0,8,189,1,0,3,0
49,1,0,143,1,0,8,83,1,0,3,0
38,0,0,393,0,0,8,184,2,0,3,0
43,1,0,98,1,0,8,235,1,0,3,0
33,4,0,0,1,0,8,290,1,0,3,0
55,1,0,224,1,0,8,232,1,0,3,0
38,1,0,757,1,0,8,133,1,0,3,0
49,7,0,245,1,1,8,318,1,0,3,0
40,4,0,8486,0,0,8,260,3,0,3,0
43,0,0,350,0,0,8,437,1,0,3,0
38,1,0,20,1,0,8,402,1,0,3,0
58,7,0,1667,1,1,8,85,1,0,3,0
57,9,0,345,1,0,8,125,1,0,3,0
32,10,0,10,1,0,8,501,4,0,3,0
56,4,0,830,1,1,8,1201,1,0,3,1
58,1,0,29,1,0,8,253,1,0,3,0
60,5,0,545,1,0,8,1030,1,0,3,1
37,9,0,8730,1,0,8,149,1,0,3,0
46,9,0,477,1,0,8,114,1,0,3,0
27,0,0,4,1,0,8,243,1,0,3,0
43,1,0,1205,1,0,8,769,2,0,3,0
32,9,0,0,1,1,8,135,3,0,3,0
40,0,0,263,1,0,8,231,1,0,3,0
38,0,0,1,0,0,8,76,1,0,3,0
34,1,0,283,0,1,8,199,1,0,3,0
47,1,0,206,1,0,8,152,1,0,3,0
42,3,0,17,1,0,8,124,1,0,3,0
48,9,0,141,1,1,8,424,1,0,3,0
29,6,0,16,1,0,8,43,1,0,3,0
50,7,0,206,1,0,8,154,1,0,3,0
52,9,0,7,0,0,8,203,2,0,3,0
50,4,0,0,0,0,8,326,1,0,3,0
58,5,0,0,0,0,8,393,1,0,3,0
46,1,0,1927,1,0,8,241,3,0,3,0
38,9,0,284,1,0,8,483,1,0,3,0
46,1,0,1660,1,0,8,259,1,0,3,0
32,7,0,406,1,0,8,227,1,0,3,0
51,1,0,230,1,0,8,673,1,0,3,0
39,0,0,-25,1,0,8,576,1,0,3,0
48,0,0,182,1,0,8,180,2,0,3,0
36,2,0,1169,1,0,8,168,2,0,3,0
34,0,0,67,1,0,8,90,1,0,3,0
40,9,0,77,0,0,8,505,1,0,3,0
43,10,0,0,1,0,8,245,1,0,3,0
52,1,0,55,1,1,8,186,1,0,3,0
33,9,1,72,1,0,8,623,1,0,3,0
49,4,0,163,1,0,8,496,3,0,3,0
32,4,0,151,1,0,8,118,1,0,3,0
39,0,0,113,1,0,8,342,1,0,3,0
40,1,0,0,1,0,8,225,1,0,3,0
38,9,0,9,1,0,8,185,3,0,3,0
43,4,0,375,1,0,8,196,2,0,3,0
39,7,0,1142,1,0,8,276,1,0,3,0
54,1,0,2102,1,0,8,76,1,0,3,0
38,9,0,4325,1,0,8,87,1,0,3,0
40,1,0,217,1,0,8,195,1,0,3,0
55,0,0,131,1,0,8,744,1,0,3,0
42,4,0,1680,1,0,8,765,1,0,3,0
39,1,0,0,1,0,8,262,1,0,3,0
40,1,0,46,1,0,8,119,1,0,3,0
32,1,0,320,1,0,8,198,2,0,3,0
55,0,0,183,1,0,8,150,1,0,3,0
45,1,0,39,0,0,8,241,1,0,3,0
35,4,0,560,1,0,8,181,1,0,3,0
58,9,0,469,0,0,8,196,1,0,3,0
35,0,0,530,1,0,8,149,1,0,3,0
49,7,0,61,1,0,8,246,1,0,3,0
34,9,0,242,1,0,8,112,1,0,3,0
36,1,0,139,1,0,8,309,2,0,3,0
24,6,0,0,1,0,8,278,1,0,3,0
34,9,0,367,1,0,8,140,1,0,3,0
51,0,0,228,1,0,8,136,1,0,3,0
39,9,0,45248,1,0,8,1623,1,0,3,1
50,6,0,-84,1,0,8,101,1,0,3,0
32,7,0,310,1,0,8,144,1,0,3,0
42,1,0,132,1,0,8,238,1,0,3,0
50,9,0,797,1,0,8,354,1,0,3,0
40,7,0,71,0,0,8,79,1,0,3,0
46,4,0,2,1,0,8,187,1,0,3,0
37,4,0,231,1,1,8,451,2,0,3,0
34,1,0,270,1,1,8,159,1,0,3,0
44,1,0,274,1,1,8,409,1,0,3,0
40,0,0,-109,1,1,8,170,1,0,3,0
37,9,0,1,1,0,8,608,1,0,3,1
33,1,1,-60,0,0,8,243,1,0,3,0
35,1,0,89,1,0,8,145,2,0,3,0
58,1,0,-11,0,0,8,112,1,0,3,0
39,1,0,0,1,0,8,262,2,0,3,0
43,1,0,-509,1,0,8,124,1,0,3,0
39,10,0,408,1,0,8,53,1,0,3,0
36,7,0,58,1,0,8,134,1,0,3,0
57,5,0,1640,0,1,8,204,4,0,3,0
36,0,0,20,1,0,8,186,1,0,3,0
50,1,0,71,1,0,8,678,1,0,3,0
55,1,0,52,1,0,8,182,1,0,3,0
44,6,0,292,1,0,8,162,1,0,3,0
44,7,0,424,1,0,8,27,1,0,3,0
39,3,0,109,1,0,8,699,3,0,3,0
46,1,0,1044,1,0,8,43,1,0,3,0
39,1,0,983,1,0,8,97,1,0,3,0
34,0,0,869,0,0,8,1677,1,0,3,1
40,1,0,668,1,0,8,283,2,0,3,0
50,4,0,964,1,0,8,323,1,0,3,0
31,4,0,301,1,0,8,82,1,0,3,0
37,0,0,140,1,0,8,310,1,0,3,0
39,4,0,1877,1,0,8,185,1,0,3,0
51,1,0,1127,1,0,8,47,1,0,3,0
41,9,0,871,1,0,8,145,1,0,3,0
41,9,0,767,1,1,8,204,1,0,3,0
43,1,0,0,0,0,8,187,1,0,3,0
30,7,0,209,1,0,8,30,2,0,3,0
54,4,0,0,0,0,8,472,1,0,3,0
43,1,0,110,1,1,8,448,1,0,3,0
59,4,0,-76,1,1,8,264,1,0,3,0
47,9,0,178,1,0,8,169,1,0,3,0
40,1,0,-66,1,0,8,288,1,0,3,0
32,9,0,0,1,0,8,176,2,0,3,0
29,1,0,1,1,0,8,215,1,0,3,0
36,1,0,0,1,0,8,337,1,0,3,0
55,10,0,5345,0,0,8,278,1,0,3,0
30,1,0,-209,1,0,8,188,2,0,3,0
39,0,0,0,1,0,8,174,2,0,3,0
39,1,0,42,1,0,8,226,2,0,3,0
50,1,0,41,1,0,8,190,1,0,3,0
44,1,0,-99,1,0,8,111,2,0,3,0
37,9,0,17,1,0,8,164,1,0,3,0
46,0,0,276,1,1,8,157,2,0,3,0
32,9,0,-170,0,0,8,46,1,0,3,0
37,4,0,230,1,1,8,374,1,0,3,0
29,1,0,9,1,0,8,349,1,0,3,0
41,1,0,946,1,0,8,325,1,0,3,0
45,1,0,1297,1,0,8,233,2,0,3,0
57,5,0,-331,1,0,8,531,1,0,3,0
48,1,0,44,1,0,8,153,1,0,3,0
60,5,1,15,0,0,8,80,1,0,3,0
26,0,0,712,1,0,8,232,1,0,3,0
58,5,0,5435,1,0,8,118,1,0,3,0
34,0,0,507,1,0,8,190,1,0,3,0
55,10,0,387,1,0,8,918,1,0,3,1
41,1,0,0,1,1,8,238,1,0,3,0
50,4,0,1716,1,0,8,82,1,0,3,0
49,2,0,167,1,1,8,198,3,0,3,0
44,0,0,40,0,1,8,160,2,0,3,0
44,1,0,148,1,0,8,211,1,0,3,0
31,9,0,17,1,1,8,120,1,0,3,0
34,1,0,1011,1,0,8,136,1,0,3,0
46,4,0,1527,1,0,8,269,1,0,3,0
42,4,0,744,0,0,8,157,1,0,3,0
52,0,0,484,1,0,8,128,1,0,3,0
29,4,0,0,1,0,8,211,1,0,3,0
53,5,0,136,1,0,8,267,2,0,3,0
43,1,0,1335,1,0,8,371,2,0,3,0
38,4,0,517,1,0,8,288,2,0,3,0
46,4,0,459,1,0,8,221,1,0,3,0
48,4,0,549,1,0,8,427,1,0,3,0
30,0,0,83,1,1,8,310,1,0,3,0
44,1,0,213,0,0,8,158,1,0,3,0
31,3,0,203,1,0,8,604,3,0,3,0
42,7,0,518,1,0,8,198,1,0,3,0
40,4,0,3877,1,0,8,145,1,0,3,0
52,0,0,1236,1,0,8,247,1,0,3,0
45,1,0,756,1,0,8,179,2,0,3,0
48,1,0,157,1,0,8,73,1,0,3,0
45,1,0,-66,1,0,8,263,2,0,3,0
34,1,0,245,1,0,8,13,1,0,3,0
34,1,0,-144,1,0,8,79,2,0,3,0
46,1,0,71,1,0,8,416,1,0,3,0
49,7,0,505,1,0,8,162,1,0,3,0
50,9,0,249,1,0,8,129,1,0,3,0
34,0,0,0,1,0,8,150,1,0,3,0
40,10,0,11,1,0,8,43,1,0,3,0
36,0,0,639,1,0,8,191,1,0,3,0
59,1,0,124,1,0,8,26,1,0,3,0
45,1,0,82,1,0,8,250,1,0,3,0
36,6,0,107,1,0,8,146,1,0,3,0
56,7,0,473,1,0,8,416,1,0,3,0
42,7,0,372,1,1,8,121,2,0,3,0
30,0,0,46,1,0,8,114,2,0,3,0
30,8,0,34,1,0,8,289,1,0,3,0
47,6,0,935,1,0,8,225,1,0,3,0
33,1,0,-10,1,0,8,123,1,0,3,0
36,0,0,-106,1,0,8,130,2,0,3,0
39,7,0,471,1,0,8,161,2,0,3,0
56,0,0,778,1,0,8,149,2,0,3,0
39,1,0,170,1,0,8,268,2,0,3,0
42,9,0,315,1,0,8,259,2,0,3,0
52,1,0,3165,0,0,8,26,1,0,3,0
36,0,0,131,1,0,8,153,1,0,3,0
35,2,1,204,1,0,8,424,2,0,3,0
47,9,0,83,1,0,8,179,2,0,3,0
59,7,0,0,1,1,8,97,1,0,3,0
57,1,0,5431,1,1,8,383,1,0,3,0
38,4,0,1759,1,0,8,440,1,0,3,0
46,10,0,-125,1,0,8,23,1,0,3,0
34,1,0,0,0,0,8,195,1,0,3,0
28,7,0,5090,1,0,8,1297,3,0,3,1
38,9,0,573,1,0,8,87,1,0,3,0
56,1,0,1602,1,0,8,427,1,0,3,0
41,1,1,-137,1,1,8,189,1,0,3,0
52,9,0,0,0,0,8,195,1,0,3,0
